"idcommande","noLigne","quantite","idProduit"
"13554","1","2","0"
"13555","3","3","16332"
"13556","2","2","0"
"13557","3","3","788"
"13558","3","4","57"
"13559","1","3","2"
"13560","3","2","5"
"13561","1","3","0"
"13562","1","3","0"
"13563","2","1","59"
"13564","3","4","7"
"13565","3","3","0"
"13566","3","1","84141"
"13567","2","4","1"
"13568","1","3","0"
"13569","3","3","1"
"13570","2","4","83299"
"13571","1","1","66674125"
"13572","3","2","6308"
"13573","2","1","0"
"13574","2","3","75414"
"13575","3","4","0"
"13576","3","3","700000000"
"13577","1","2","0"
"13578","3","3","1"
"13579","2","1","430000"
"13580","1","1","17"
"13581","3","2","7"
"13582","2","1","0"
"13583","3","3","0"
"13584","3","2","39887"
"13585","1","3","0"
"13586","3","2","780"
"13587","1","3","9"
"13588","2","4","4"
"13589","3","2","75000000"
"13590","1","4","9"
"13591","2","2","2147483647"
"13592","3","1","924030"
"13593","2","3","0"
"13594","3","3","0"
"13595","2","2","43"
"13596","3","1","2147483647"
"13597","2","1","0"
"13598","1","4","0"
"13599","2","2","9885"
"13600","1","2","0"
"13601","2","3","0"
"13602","2","4","0"
"13603","3","4","0"
"13604","1","1","6"
"13605","1","1","751225"
"13606","2","2","0"
"13607","2","2","6"
"13608","3","3","85390919"
"13609","1","1","7"
"13610","3","2","21692"
"13611","1","2","971"
"13612","2","1","0"
"13613","1","3","2147483647"
"13614","2","1","1594077594"
"13615","3","1","90"
"13616","1","1","29"
"13617","2","4","0"
"13618","1","4","5101762"
"13619","2","2","2"
"13620","3","4","678"
"13621","1","1","0"
"13622","2","4","0"
"13623","1","4","2147483647"
"13624","2","2","94"
"13625","2","2","0"
"13626","3","1","2147483647"
"13627","2","2","0"
"13628","3","4","4656"
"13629","1","4","0"
"13630","3","1","0"
"13631","3","3","11"
"13632","1","1","2147483647"
"13633","2","2","4"
"13634","3","1","0"
"13635","1","2","0"
"13636","1","3","11216"
"13637","2","2","3362"
"13638","3","3","568447"
"13639","1","1","0"
"13640","1","1","0"
"13641","3","2","8"
"13642","2","2","0"
"13643","1","1","169"
"13644","2","1","48073"
"13645","3","3","0"
"13646","1","2","0"
"13647","2","4","7141"
"13648","3","1","0"
"13649","1","1","589798851"
"13650","3","1","705"
"13651","2","3","6"
"13652","1","4","36985"
"13653","3","1","93"
"13654","2","4","2147483647"
"13655","1","4","46"
"13656","2","3","5689"
"13657","1","3","512"
"13658","3","2","50"
"13659","2","4","0"
"13660","1","4","0"
"13661","2","1","0"
"13662","1","3","833"
"13663","3","3","71"
"13664","1","3","0"
"13665","3","3","5049"
"13666","2","1","81"
"13667","1","2","29"
"13668","3","4","100"
"13669","2","3","5"
"13670","2","4","2147483647"
"13671","3","3","0"
"13672","1","4","52"
"13673","3","1","20"
"13674","1","3","0"
"13675","2","4","0"
"13676","1","1","1"
"13677","3","2","0"
"13678","1","1","0"
"13679","3","2","0"
"13680","3","1","0"
"13681","2","1","16533"
"13682","2","3","2147483647"
"13683","3","4","0"
"13684","1","2","0"
"13685","2","3","9"
"13686","2","3","5"
"13687","2","1","6"
"13688","1","2","0"
"13689","3","4","0"
"13690","1","1","0"
"13691","1","1","95"
"13692","3","2","0"
"13693","3","2","10"
"13694","2","1","66"
"13695","2","4","470"
"13696","3","3","0"
"13697","3","2","0"
"13698","2","2","757"
"13699","1","1","0"
"13700","3","4","0"
"13701","1","1","0"
"13702","2","1","0"
"13703","3","2","1"
"13704","1","1","7"
"13705","2","1","549"
"13706","1","3","0"
"13707","3","4","0"
"13708","2","4","1110899"
"13709","2","4","4"
"13710","1","2","1833"
"13711","1","4","0"
"13712","3","2","0"
"13713","3","4","48718000"
"13714","3","3","0"
"13715","1","1","924030"
"13716","2","1","0"
"13717","1","2","7"
"13718","1","3","8"
"13719","3","2","0"
"13720","2","4","0"
"13721","1","2","6"
"13722","3","3","20"
"13723","3","1","0"
"13724","1","1","0"
"13725","1","1","76"
"13726","3","1","0"
"13727","2","3","0"
"13728","1","3","76"
"13729","1","2","0"
"13730","3","4","2147483647"
"13731","3","3","9068663"
"13732","2","1","12"
"13733","1","2","1"
"13734","3","3","47"
"13735","1","3","34"
"13736","3","1","0"
"13737","2","4","0"
"13738","3","1","0"
"13739","2","2","51"
"13740","1","1","8"
"13741","2","1","7"
"13742","3","3","40"
"13743","2","3","5"
"13744","3","4","0"
"13745","1","2","32"
"13746","3","2","4"
"13747","1","1","716"
"13748","2","4","8250"
"13749","3","2","899645"
"13750","2","4","0"
"13751","1","2","0"
"13752","2","3","9069"
"13753","1","4","9"
"13754","3","1","90"
"13755","3","2","0"
"13756","2","3","80000000"
"13757","1","2","87"
"13758","2","3","0"
"13759","1","1","6"
"13760","2","3","889"
"13761","1","1","5"
"13762","3","1","0"
"13763","3","2","0"
"13764","3","4","7"
"13765","3","2","0"
"13766","1","3","76"
"13767","2","2","3"
"13768","1","3","0"
"13769","1","2","1"
"13770","3","1","9"
"13771","2","3","29"
"13772","1","4","57"
"13773","3","2","0"
"13774","2","2","50"
"13775","1","1","850"
"13776","3","2","8096"
"13777","3","4","84141"
"13778","1","2","0"
"13779","3","4","965620"
"13780","2","1","0"
"13781","3","1","0"
"13782","1","3","4"
"13783","3","4","44"
"13784","2","2","0"
"13785","2","3","0"
"13786","1","3","0"
"13787","3","2","578"
"13788","1","3","5"
"13789","2","3","578"
"13790","3","1","99"
"13791","2","1","0"
"13792","1","1","0"
"13793","3","4","95"
"13794","2","2","0"
"13795","1","2","27"
"13796","3","1","7"
"13797","2","1","7"
"13798","3","2","0"
"13799","1","4","0"
"13800","2","4","0"
"13801","1","1","86"
"13802","3","4","0"
"13803","1","2","3"
"13804","3","4","0"
"13805","2","3","234"
"13806","1","1","40"
"13807","2","2","4"
"13808","3","1","2147483647"
"13809","2","1","20"
"13810","1","3","45"
"13811","2","2","40"
"13812","2","3","0"
"13813","3","4","7"
"13814","3","4","1"
"13815","2","2","0"
"13816","1","3","3816"
"13817","1","1","0"
"13818","3","1","0"
"13819","3","2","1"
"13820","2","3","0"
"13821","1","3","80000000"
"13822","3","4","0"
"13823","3","4","45"
"13824","1","1","0"
"13825","2","3","4"
"13826","3","1","5842"
"13827","1","1","3312"
"13828","2","1","28"
"13829","2","2","2147483647"
"13830","3","2","35"
"13831","2","3","0"
"13832","3","4","0"
"13833","1","4","0"
"13834","1","4","641061"
"13835","2","4","2147483647"
"13836","3","1","36985"
"13837","3","3","0"
"13838","2","4","0"
"13839","1","4","75"
"13840","3","4","0"
"13841","2","3","7"
"13842","1","3","0"
"13843","3","4","0"
"13844","1","3","9"
"13845","2","3","0"
"13846","1","2","4"
"13847","3","4","0"
"13848","2","2","0"
"13849","3","2","10276898"
"13850","1","1","21692"
"13851","3","2","0"
"13852","2","1","0"
"13853","3","1","0"
"13854","1","4","44"
"13855","2","4","0"
"13856","3","1","90"
"13857","2","3","4"
"13858","3","3","84"
"13859","3","3","0"
"13860","1","4","971"
"13861","1","1","749"
"13862","2","1","592919"
"13863","1","1","7"
"13864","3","3","1"
"13865","3","2","2147483647"
"13866","2","3","2"
"13867","1","1","6"
"13868","2","3","26"
"13869","3","4","0"
"13870","3","3","66"
"13871","2","2","0"
"13872","1","2","0"
"13873","3","4","0"
"13874","1","4","0"
"13875","2","2","0"
"13876","3","3","4"
"13877","2","3","8"
"13878","1","3","3"
"13879","1","1","589798851"
"13880","3","1","0"
"13881","2","4","0"
"13882","2","1","0"
"13883","1","3","3"
"13884","3","4","59"
"13885","2","4","0"
"13886","1","4","585404"
"13887","2","1","16420"
"13888","3","1","0"
"13889","2","3","5"
"13890","2","4","0"
"13891","3","4","832715"
"13892","1","2","7921"
"13893","3","3","0"
"13894","2","3","9"
"13895","1","4","7"
"13896","3","3","0"
"13897","1","4","3943"
"13898","2","2","9"
"13899","3","1","2147483647"
"13900","2","4","0"
"13901","1","3","36985"
"13902","3","4","0"
"13903","3","1","43543"
"13904","2","1","2147483647"
"13905","3","1","6"
"13906","3","1","1"
"13907","1","2","1"
"13908","3","1","0"
"13909","1","4","262"
"13910","1","4","0"
"13911","3","2","0"
"13912","2","3","648"
"13913","3","3","97535"
"13914","2","4","50"
"13915","1","2","7"
"13916","2","3","0"
"13917","2","4","5"
"13918","3","3","0"
"13919","2","1","0"
"13920","1","4","53"
"13921","1","3","0"
"13922","2","4","50"
"13923","3","3","0"
"13924","3","3","0"
"13925","2","2","9684691"
"13926","3","3","1"
"13927","2","4","0"
"13928","1","4","0"
"13929","2","4","0"
"13930","1","3","9"
"13931","3","4","0"
"13932","3","1","339800"
"13933","2","4","4"
"13934","1","1","913865"
"13935","2","3","3"
"13936","3","2","5"
"13937","1","2","316340"
"13938","3","1","0"
"13939","2","3","0"
"13940","1","3","27"
"13941","3","4","9068663"
"13942","3","2","4"
"13943","2","4","0"
"13944","1","1","0"
"13945","2","2","33"
"13946","3","3","510"
"13947","2","3","40"
"13948","1","4","81"
"13949","1","2","730399254"
"13950","3","3","0"
"13951","2","3","7915"
"13952","1","3","0"
"13953","1","3","2147483647"
"13954","3","2","31"
"13955","2","1","1644"
"13956","1","3","0"
"13957","2","4","37"
"13958","3","2","5"
"13959","1","3","0"
"13960","1","1","84"
"13961","3","4","762"
"13962","2","4","0"
"13963","3","3","0"
"13964","1","3","8"
"13965","2","3","442073"
"13966","3","1","0"
"13967","1","2","0"
"13968","3","2","3"
"13969","2","3","4"
"13970","3","4","5"
"13971","1","4","0"
"13972","3","2","0"
"13973","1","1","0"
"13974","3","3","0"
"13975","1","1","0"
"13976","2","2","3943"
"13977","3","4","0"
"13978","1","3","7"
"13979","1","3","0"
"13980","2","3","95"
"13981","1","2","8"
"13982","3","3","802"
"13983","2","4","0"
"13984","1","4","3"
"13985","2","2","0"
"13986","2","4","0"
"13987","1","3","0"
"13988","3","2","4"
"13989","2","2","0"
"13990","1","4","5"
"13991","3","4","0"
"13992","1","4","0"
"13993","3","2","1"
"13994","2","3","0"
"13995","2","2","7"
"13996","1","3","0"
"13997","3","4","0"
"13998","3","2","0"
"13999","2","4","33"
"14000","2","2","0"
"14001","1","4","12"
"14002","1","2","2147483647"
"14003","2","4","4"
"14004","1","2","0"
"14005","3","1","0"
"14006","2","1","43"
"14007","1","4","0"
"14008","2","4","0"
"14009","3","2","2"
"14010","2","1","0"
"14011","1","3","24"
"14012","3","1","46"
"14013","2","2","42381"
"14014","3","2","0"
"14015","1","3","5"
"14016","2","3","0"
"14017","2","1","0"
"14018","2","1","5"
"14019","1","4","71"
"14020","3","3","471"
"14021","1","1","0"
"14022","2","2","102"
"14023","3","3","7"
"14024","1","3","37"
"14025","1","2","3"
"14026","2","4","6"
"14027","3","3","90"
"14028","2","4","0"
"14029","3","4","2"
"14030","1","4","25"
"14031","1","4","0"
"14032","2","4","4"
"14033","3","3","11"
"14034","1","1","0"
"14035","2","3","8"
"14036","3","1","16420"
"14037","3","2","0"
"14038","2","4","2147483647"
"14039","3","4","2147483647"
"14040","1","2","99"
"14041","3","1","9"
"14042","1","3","0"
"14043","3","2","0"
"14044","2","2","0"
"14045","3","4","9"
"14046","1","1","11"
"14047","3","2","0"
"14048","2","1","0"
"14049","3","4","7"
"14050","2","2","0"
"14051","1","1","8"
"14052","1","2","0"
"14053","2","3","2147483647"
"14054","3","4","2147483647"
"14055","1","2","0"
"14056","3","2","0"
"14057","2","3","1"
"14058","2","1","2147483647"
"14059","3","3","52"
"14060","2","4","0"
"14061","1","2","0"
"14062","2","4","0"
"14063","1","4","99"
"14064","3","4","886"
"14065","2","3","0"
"14066","1","1","8"
"14067","3","3","0"
"14068","2","2","510"
"14069","1","1","0"
"14070","2","4","719"
"14071","2","3","0"
"14072","3","3","0"
"14073","1","3","0"
"14074","2","1","4"
"14075","1","4","100"
"14076","2","3","4"
"14077","1","3","0"
"14078","3","2","8"
"14079","2","2","2413"
"14080","1","2","5"
"14081","3","3","2147483647"
"14082","2","3","8"
"14083","2","1","0"
"14084","3","3","45"
"14085","2","2","0"
"14086","2","4","521"
"14087","1","4","0"
"14088","3","1","0"
"14089","1","2","0"
"14090","1","2","29"
"14091","2","3","0"
"14092","3","1","626"
"14093","2","3","8"
"14094","3","1","0"
"14095","3","3","83299"
"14096","1","4","0"
"14097","2","1","0"
"14098","1","1","27"
"14099","2","3","0"
"14100","3","2","0"
"14101","1","2","184"
"14102","1","4","795"
"14103","3","3","0"
"14104","2","1","2147483647"
"14105","2","2","0"
"14106","1","4","0"
"14107","3","2","0"
"14108","1","2","99553"
"14109","2","2","0"
"14110","2","1","0"
"14111","1","2","80"
"14112","3","3","0"
"14113","3","1","0"
"14114","2","1","2147483647"
"14115","3","2","26"
"14116","1","4","512"
"14117","2","2","1683"
"14118","3","2","7"
"14119","1","2","5678"
"14120","2","4","578"
"14121","1","2","5"
"14122","3","1","5086"
"14123","3","3","56"
"14124","1","4","65"
"14125","3","4","2"
"14126","1","4","0"
"14127","2","3","0"
"14128","2","2","0"
"14129","1","1","0"
"14130","3","4","6"
"14131","1","3","0"
"14132","3","1","0"
"14133","1","4","0"
"14134","2","3","2"
"14135","3","3","66"
"14136","2","2","2147483647"
"14137","1","4","1"
"14138","1","2","0"
"14139","1","3","0"
"14140","2","4","83"
"14141","3","2","78"
"14142","1","3","8934"
"14143","2","2","0"
"14144","3","4","26598762"
"14145","1","4","59"
"14146","3","1","1"
"14147","2","1","2147483647"
"14148","1","3","87"
"14149","2","2","0"
"14150","1","4","0"
"14151","3","1","2147483647"
"14152","2","4","8"
"14153","1","4","0"
"14154","3","2","0"
"14155","1","1","1"
"14156","2","3","0"
"14157","3","2","42381"
"14158","1","3","0"
"14159","2","2","0"
"14160","3","3","0"
"14161","1","4","2147483647"
"14162","2","4","17613"
"14163","2","3","13"
"14164","1","1","0"
"14165","3","4","545781"
"14166","2","2","171"
"14167","1","1","1110899"
"14168","2","2","0"
"14169","3","2","5"
"14170","2","1","0"
"14171","3","3","688395"
"14172","2","2","0"
"14173","1","4","2147483647"
"14174","1","3","58"
"14175","3","1","7718"
"14176","2","4","0"
"14177","3","3","93"
"14178","2","2","0"
"14179","3","1","0"
"14180","3","2","77"
"14181","1","2","0"
"14182","3","2","2593975"
"14183","2","2","0"
"14184","1","3","0"
"14185","1","4","4"
"14186","2","1","2823"
"14187","2","1","0"
"14188","3","4","4"
"14189","2","3","46"
"14190","3","2","0"
"14191","1","4","0"
"14192","1","1","2147483647"
"14193","2","2","0"
"14194","3","4","0"
"14195","1","2","0"
"14196","2","4","10276898"
"14197","2","2","0"
"14198","1","2","6"
"14199","3","4","12"
"14200","2","4","456"
"14201","1","3","0"
"14202","3","3","7833"
"14203","2","3","9"
"14204","3","1","51107150"
"14205","2","2","430000"
"14206","1","3","0"
"14207","2","1","75000000"
"14208","3","1","648"
"14209","1","4","76"
"14210","2","4","4"
"14211","3","3","9448"
"14212","1","2","2147483647"
"14213","1","4","5"
"14214","2","3","2956"
"14215","3","3","85"
"14216","3","2","8250"
"14217","2","1","9"
"14218","3","2","1"
"14219","3","4","0"
"14220","2","2","0"
"14221","1","2","16332"
"14222","3","3","0"
"14223","2","1","0"
"14224","2","4","1"
"14225","3","2","0"
"14226","1","2","5466"
"14227","3","1","0"
"14228","1","1","71"
"14229","3","1","0"
"14230","2","4","9"
"14231","1","1","0"
"14232","3","1","238833"
"14233","2","3","602062"
"14234","3","2","99305"
"14235","1","4","171"
"14236","1","2","43"
"14237","3","3","0"
"14238","3","3","0"
"14239","1","1","3"
"14240","2","2","0"
"14241","3","3","37"
"14242","1","2","2"
"14243","2","3","4"
"14244","3","4","9"
"14245","1","1","0"
"14246","2","2","0"
"14247","1","1","0"
"14248","3","2","10"
"14249","3","4","0"
"14250","2","4","0"
"14251","1","3","1644"
"14252","3","4","30"
"14253","3","3","9"
"14254","3","1","1"
"14255","2","2","0"
"14256","1","1","7"
"14257","2","1","693"
"14258","3","4","0"
"14259","3","1","6"
"14260","2","2","7"
"14261","2","1","7"
"14262","1","3","365"
"14263","3","3","0"
"14264","2","4","2147483647"
"14265","2","4","0"
"14266","3","4","0"
"14267","1","1","6"
"14268","1","1","0"
"14269","3","1","9422"
"14270","1","4","6"
"14271","2","1","4699"
"14272","3","2","0"
"14273","1","3","62"
"14274","3","3","0"
"14275","2","3","0"
"14276","2","1","2147483647"
"14277","3","1","6"
"14278","2","4","0"
"14279","1","4","0"
"14280","3","3","589798851"
"14281","3","2","0"
"14282","2","4","0"
"14283","1","3","0"
"14284","3","4","0"
"14285","2","4","2040"
"14286","1","2","5"
"14287","3","2","0"
"14288","2","1","0"
"14289","1","2","9"
"14290","1","1","2"
"14291","2","2","0"
"14292","1","1","6978"
"14293","3","1","18"
"14294","1","4","0"
"14295","3","4","0"
"14296","1","4","716"
"14297","3","4","4"
"14298","1","4","48718000"
"14299","3","3","0"
"14300","3","4","7141"
"14301","2","3","4"
"14302","3","3","90"
"14303","1","3","0"
"14304","1","2","0"
"14305","2","4","9"
"14306","1","1","11"
"14307","3","3","4380"
"14308","1","1","5"
"14309","2","2","0"
"14310","3","1","99"
"14311","1","1","0"
"14312","3","4","2147483647"
"14313","2","3","6"
"14314","1","2","5"
"14315","3","1","3362"
"14316","3","2","600000"
"14317","1","4","2147483647"
"14318","2","3","0"
"14319","3","2","0"
"14320","3","3","0"
"14321","1","3","0"
"14322","3","4","833"
"14323","2","2","2"
"14324","2","3","5"
"14325","1","1","4"
"14326","2","1","198897"
"14327","2","2","0"
"14328","1","2","0"
"14329","2","2","2147483647"
"14330","1","3","0"
"14331","1","1","0"
"14332","2","2","628587015"
"14333","3","2","50"
"14334","3","2","0"
"14335","1","3","7"
"14336","3","1","234"
"14337","2","4","9"
"14338","3","1","0"
"14339","2","4","0"
"14340","1","3","439"
"14341","2","1","693"
"14342","3","3","0"
"14343","3","2","5"
"14344","2","3","471"
"14345","1","2","7"
"14346","2","4","0"
"14347","1","4","77"
"14348","2","1","81"
"14349","3","4","86"
"14350","1","3","7"
"14351","3","2","31"
"14352","2","2","0"
"14353","1","3","0"
"14354","3","4","892"
"14355","1","2","0"
"14356","2","1","971"
"14357","3","4","0"
"14358","2","3","0"
"14359","2","3","3"
"14360","1","3","833"
"14361","2","4","0"
"14362","3","2","257862"
"14363","2","4","9634"
"14364","2","2","0"
"14365","1","1","578"
"14366","3","1","0"
"14367","3","2","66"
"14368","1","2","2"
"14369","3","4","0"
"14370","1","1","0"
"14371","3","2","0"
"14372","2","2","0"
"14373","2","2","8"
"14374","3","2","9"
"14375","1","4","8146"
"14376","2","2","234"
"14377","1","2","0"
"14378","2","2","6"
"14379","1","3","7"
"14380","3","1","9"
"14381","2","4","0"
"14382","2","1","0"
"14383","3","3","8"
"14384","1","3","56"
"14385","3","3","0"
"14386","3","1","4"
"14387","3","4","23"
"14388","1","4","54"
"14389","3","4","0"
"14390","1","1","0"
"14391","2","3","705"
"14392","3","3","0"
"14393","1","3","7"
"14394","2","3","13"
"14395","3","2","2147483647"
"14396","3","4","97"
"14397","3","3","2147483647"
"14398","2","4","0"
"14399","1","4","364"
"14400","3","2","3"
"14401","1","1","0"
"14402","2","3","7"
"14403","1","4","0"
"14404","1","2","0"
"14405","1","2","1"
"14406","2","1","2"
"14407","1","1","27"
"14408","2","2","0"
"14409","3","3","0"
"14410","2","2","0"
"14411","3","4","0"
"14412","1","3","2147483647"
"14413","3","2","48718000"
"14414","2","1","3"
"14415","1","4","0"
"14416","2","2","76"
"14417","2","3","0"
"14418","1","1","26598762"
"14419","3","3","470"
"14420","2","3","3362"
"14421","3","3","0"
"14422","3","4","65114"
"14423","1","3","2147483647"
"14424","2","3","0"
"14425","3","3","0"
"14426","1","2","0"
"14427","2","1","0"
"14428","3","3","9"
"14429","2","1","0"
"14430","1","1","0"
"14431","1","1","9"
"14432","3","2","3196"
"14433","1","4","0"
"14434","2","4","0"
"14435","1","2","0"
"14436","2","1","2147483647"
"14437","2","2","54"
"14438","3","1","0"
"14439","2","3","450000000"
"14440","1","1","8"
"14441","3","2","66674125"
"14442","1","2","0"
"14443","2","4","0"
"14444","3","1","781"
"14445","2","4","0"
"14446","1","2","0"
"14447","3","2","3"
"14448","2","3","66"
"14449","3","2","5578"
"14450","2","3","0"
"14451","1","2","0"
"14452","3","1","75"
"14453","1","3","0"
"14454","2","1","2147483647"
"14455","3","3","0"
"14456","1","1","0"
"14457","2","1","2823"
"14458","1","4","0"
"14459","2","2","0"
"14460","3","3","0"
"14461","2","4","762"
"14462","1","3","80"
"14463","3","1","4699"
"14464","2","4","0"
"14465","1","4","0"
"14466","2","4","0"
"14467","3","1","0"
"14468","2","3","50"
"14469","1","4","7"
"14470","3","3","0"
"14471","3","2","48718000"
"14472","2","1","7"
"14473","3","3","48718000"
"14474","2","4","76"
"14475","1","4","0"
"14476","2","2","0"
"14477","2","4","5"
"14478","1","4","3"
"14479","2","4","0"
"14480","1","4","5"
"14481","2","3","339800"
"14482","1","2","8"
"14483","3","4","2"
"14484","3","2","38"
"14485","1","2","0"
"14486","2","2","0"
"14487","3","4","0"
"14488","3","1","9351"
"14489","2","1","0"
"14490","1","2","0"
"14491","1","1","0"
"14492","3","2","9"
"14493","2","2","67356"
"14494","1","4","0"
"14495","2","2","76"
"14496","3","3","0"
"14497","1","1","0"
"14498","2","4","3"
"14499","1","4","3"
"14500","3","4","0"
"14501","2","1","8"
"14502","3","4","5"
"14503","2","4","8934"
"14504","1","1","6"
"14505","3","4","81"
"14506","1","2","2"
"14507","3","3","2893"
"14508","2","2","0"
"14509","3","4","0"
"14510","1","1","0"
"14511","1","1","443"
"14512","3","1","0"
"14513","2","2","0"
"14514","3","4","832715"
"14515","1","2","9"
"14516","3","3","519"
"14517","3","3","1"
"14518","2","2","50"
"14519","3","1","1"
"14520","1","3","0"
"14521","3","4","3196"
"14522","1","1","0"
"14523","1","3","3"
"14524","3","1","2147483647"
"14525","3","4","8"
"14526","3","2","0"
"14527","2","1","0"
"14528","3","3","0"
"14529","2","4","0"
"14530","3","3","35"
"14531","1","4","0"
"14532","3","4","2893"
"14533","2","2","0"
"14534","1","2","0"
"14535","2","3","2147483647"
"14536","2","1","0"
"14537","1","1","77"
"14538","3","3","0"
"14539","1","2","7"
"14540","2","1","0"
"14541","3","2","0"
"14542","2","3","65114"
"14543","1","1","2"
"14544","3","2","5689"
"14545","1","4","17"
"14546","2","3","30"
"14547","1","3","0"
"14548","2","1","0"
"14549","3","1","0"
"14550","3","2","2"
"14551","2","2","88"
"14552","3","1","0"
"14553","1","3","76"
"14554","3","2","2147483647"
"14555","2","2","0"
"14556","3","4","57"
"14557","1","1","26"
"14558","2","2","0"
"14559","1","1","4"
"14560","3","2","8"
"14561","3","4","0"
"14562","1","1","69"
"14563","3","3","0"
"14564","2","3","17660"
"14565","3","3","0"
"14566","1","3","0"
"14567","2","4","0"
"14568","3","1","0"
"14569","3","4","238833"
"14570","1","3","52"
"14571","2","2","0"
"14572","2","3","0"
"14573","3","2","0"
"14574","3","2","0"
"14575","2","3","0"
"14576","1","2","0"
"14577","1","3","0"
"14578","3","1","0"
"14579","2","3","18"
"14580","1","1","0"
"14581","1","2","0"
"14582","3","1","7"
"14583","3","2","0"
"14584","1","4","0"
"14585","1","1","0"
"14586","3","3","990"
"14587","2","3","6978"
"14588","2","3","7"
"14589","2","4","5330"
"14590","3","1","10276898"
"14591","1","3","0"
"14592","2","4","1"
"14593","3","1","0"
"14594","1","3","549"
"14595","1","3","4804405"
"14596","3","2","8"
"14597","2","4","1"
"14598","2","3","27"
"14599","1","4","0"
"14600","3","4","0"
"14601","1","2","2"
"14602","2","4","0"
"14603","1","2","0"
"14604","2","1","0"
"14605","2","4","53"
"14606","1","4","6"
"14607","3","4","0"
"14608","1","4","0"
"14609","3","2","0"
"14610","1","4","1357"
"14611","3","3","9"
"14612","2","1","0"
"14613","3","3","0"
"14614","1","2","0"
"14615","2","4","65114"
"14616","3","3","0"
"14617","1","4","2823"
"14618","3","4","0"
"14619","1","4","12"
"14620","2","1","99305"
"14621","3","4","0"
"14622","2","4","600000"
"14623","3","3","0"
"14624","1","1","0"
"14625","2","2","5"
"14626","3","2","6"
"14627","3","1","0"
"14628","1","2","0"
"14629","3","2","52014"
"14630","2","4","2147483647"
"14631","3","3","0"
"14632","1","2","3"
"14633","2","4","0"
"14634","1","4","5"
"14635","2","4","5678"
"14636","1","3","4"
"14637","1","1","0"
"14638","2","3","238833"
"14639","3","2","0"
"14640","1","3","0"
"14641","2","2","0"
"14642","3","4","8"
"14643","1","3","2147483647"
"14644","2","2","5"
"14645","3","4","0"
"14646","3","4","11161"
"14647","2","4","0"
"14648","1","4","7"
"14649","3","2","884"
"14650","2","3","0"
"14651","2","4","2147483647"
"14652","1","3","0"
"14653","2","2","3"
"14654","3","3","8"
"14655","3","3","6"
"14656","1","1","17"
"14657","3","4","2147483647"
"14658","2","4","35"
"14659","1","3","0"
"14660","2","1","5"
"14661","1","2","3"
"14662","3","4","5"
"14663","1","2","0"
"14664","3","3","0"
"14665","2","1","3245"
"14666","1","4","65114"
"14667","3","1","0"
"14668","3","4","0"
"14669","2","4","5"
"14670","1","4","9663362"
"14671","3","2","38063"
"14672","1","4","994"
"14673","2","4","512"
"14674","3","2","9"
"14675","1","3","0"
"14676","2","2","0"
"14677","1","1","93"
"14678","1","1","0"
"14679","2","2","0"
"14680","3","4","0"
"14681","1","1","39"
"14682","2","1","5"
"14683","1","1","0"
"14684","2","2","0"
"14685","3","2","0"
"14686","3","3","26"
"14687","2","2","0"
"14688","2","2","703138867"
"14689","1","4","0"
"14690","2","1","2147483647"
"14691","1","2","2147483647"
"14692","2","2","80000000"
"14693","3","2","0"
"14694","1","1","0"
"14695","2","4","8"
"14696","3","2","2147483647"
"14697","2","2","0"
"14698","3","4","1"
"14699","2","2","224"
"14700","2","2","0"
"14701","3","3","9"
"14702","2","1","4"
"14703","1","4","0"
"14704","2","1","549"
"14705","1","1","0"
"14706","2","3","0"
"14707","2","3","6"
"14708","2","2","2147483647"
"14709","3","2","1"
"14710","1","1","788"
"14711","2","4","0"
"14712","1","1","1"
"14713","3","3","83299"
"14714","1","1","0"
"14715","2","4","0"
"14716","1","1","0"
"14717","3","2","0"
"14718","2","4","0"
"14719","1","3","203234"
"14720","3","1","7000"
"14721","2","1","0"
"14722","2","4","0"
"14723","2","1","958"
"14724","3","3","0"
"14725","2","3","58"
"14726","1","3","5"
"14727","3","1","0"
"14728","1","2","0"
"14729","3","4","0"
"14730","1","2","0"
"14731","3","4","5101762"
"14732","1","1","66"
"14733","2","4","0"
"14734","3","2","9"
"14735","1","2","0"
"14736","2","3","30"
"14737","2","2","1"
"14738","3","2","0"
"14739","1","2","0"
"14740","1","1","5"
"14741","2","4","670000"
"14742","3","4","670"
"14743","1","2","0"
"14744","3","4","5283"
"14745","1","1","432"
"14746","2","4","0"
"14747","3","3","0"
"14748","2","1","0"
"14749","2","2","994"
"14750","1","3","0"
"14751","1","1","0"
"14752","2","1","8"
"14753","2","3","0"
"14754","3","4","0"
"14755","1","4","9"
"14756","3","1","0"
"14757","2","2","0"
"14758","3","4","8"
"14759","1","1","0"
"14760","2","4","2147483647"
"14761","1","1","0"
"14762","3","1","50"
"14763","1","1","0"
"14764","2","1","84"
"14765","2","1","2"
"14766","1","2","9422"
"14767","3","2","0"
"14768","2","1","0"
"14769","1","2","456"
"14770","3","1","0"
"14771","2","3","1"
"14772","1","1","0"
"14773","1","4","185"
"14774","2","3","2147483647"
"14775","1","1","64"
"14776","2","1","0"
"14777","1","4","34"
"14778","3","4","45"
"14779","2","3","8"
"14780","1","1","0"
"14781","2","2","886"
"14782","1","3","81"
"14783","3","2","40"
"14784","2","1","56"
"14785","1","4","17613"
"14786","3","4","26"
"14787","1","4","0"
"14788","2","2","614"
"14789","3","1","5"
